Артикул,Товар,Категория,Подкатегория,Цена за штуку,Цена за упаковку,Цена за коробку,Кол-во в упаковке,Кол-во в коробке
27026,"Салфетка с ажурным краем, белая Диаметры: d-100 мм. d-120 мм. d-140 мм. d-160 мм. d-180 мм.",БУМАЖНАЯ ПРОДУКЦИЯ,САЛФЕТКИ,1450,362500,1450,250,1
27027,"Салфетка с ажурным краем, белая Диаметры: d-100 мм. d-120 мм. d-140 мм. d-160 мм. d-180 мм. d-200 мм.",БУМАЖНАЯ ПРОДУКЦИЯ,САЛФЕТКИ,1550,387500,1550,250,1
27028,"Салфетка с ажурным краем, белая Диаметры: d-100 мм. d-120 мм. d-140 мм. d-160 мм. d-180 мм. d-200 мм. d-220 мм.",БУМАЖНАЯ ПРОДУКЦИЯ,САЛФЕТКИ,1950,487500,1950,250,1
27029,"Салфетка с ажурным краем, белая Диаметры: d-100 мм. d-120 мм. d-140 мм. d-160 мм. d-180 мм. d-200 мм. d-220 мм. d-240 мм.",БУМАЖНАЯ ПРОДУКЦИЯ,САЛФЕТКИ,2250,562500,2250,250,1
27030,"Салфетка с ажурным краем, белая Диаметры: d-100 мм. d-120 мм. d-140 мм. d-160 мм. d-180 мм. d-200 мм. d-220 мм. d-240 мм. d-260 мм.",БУМАЖНАЯ ПРОДУКЦИЯ,САЛФЕТКИ,2700,675000,2700,250,1
27031,"Салфетка с ажурным краем, белая Диаметры: d-100 мм. d-120 мм. d-140 мм. d-160 мм. d-180 мм. d-200 мм. d-220 мм. d-240 мм. d-260 мм. d-280 мм.",БУМАЖНАЯ ПРОДУКЦИЯ,САЛФЕТКИ,3050,762500,3050,250,1
27032,"Салфетка с ажурным краем, белая Диаметры: d-100 мм. d-120 мм. d-140 мм. d-160 мм. d-180 мм. d-200 мм. d-220 мм. d-240 мм. d-260 мм. d-280 мм. d-300 мм.",БУМАЖНАЯ ПРОДУКЦИЯ,САЛФЕТКИ,3700,925000,3700,250,1
27038,"Салфетка с ажурным краем, белая, 25*35 мм.",БУМАЖНАЯ ПРОДУКЦИЯ,САЛФЕТКИ,4400,1100000,4400,250,1
27035,Коробка для бенто торта,ОДНОРАЗОВАЯ УПАКОВКА,БУМАЖНЫЕ КОНТЕЙНЕРЫ,55,2750,22000,50,400
27041,Коробка для бенто торта 15*15*4 см.,ОДНОРАЗОВАЯ УПАКОВКА,БУМАЖНЫЕ КОНТЕЙНЕРЫ,75,75,37500,1,500
27040,"Коробка сердечко Белая, красная, розовая 21*21*4 см.",БЕЗ КАТЕГОРИИ,Разное,400,400,400,1,1
27042,Коробка сердечко красная 31*33*4 см.,БЕЗ КАТЕГОРИИ,Разное,640,640,640,1,1
27002,ПР-Т-85 для пирожных золото d-90 мм. h-85 мм.,БЕЗ КАТЕГОРИИ,Разное,31,2015,24180,65,780
27003,ПР-Т-85 для пирожных черное d-90 мм. h-85 мм.,БЕЗ КАТЕГОРИИ,Разное,29,1885,22620,65,780
2700301,Крышка ПР-Т-85 для пирожных,ОДНОРАЗОВАЯ ПОСУДА,ОДНОРАЗОВЫЕ СТАКАНЫ,48,3120,37440,65,780
27140,"Кондитерский мешок, ОДНОРАЗОВЫЙ S-17*26*29 см.",БЕЗ КАТЕГОРИИ,Разное,450,450,450,1,1
27141,"Кондитерский мешок, ОДНОРАЗОВЫЙ S-17*26*29 см. M-31*20*33 см.",БЕЗ КАТЕГОРИИ,Разное,600,60000,60000,100,100
27101,"Кондитерский мешок, ОДНОРАЗОВЫЙ S-17*26*29 см. M-31*20*33 см. L-34*23*37 см.",БЕЗ КАТЕГОРИИ,Разное,1000,100000,100000,100,100
27117,"Кондитерский мешок, ОДНОРАЗОВЫЙ S-17*26*29 см. M-31*20*33 см. L-34*23*37 см. XXXL-51*31*54 см.",БЕЗ КАТЕГОРИИ,Разное,1900,190000,190000,100,100
27102,"Кондитерский мешок в коробке прозрачный, МНОГОРАЗОВЫЙ 26*46 см.",БЕЗ КАТЕГОРИИ,Разное,62,6200,620,100,10
27114,"Кондитерский мешок в коробке прозрачный, МНОГОРАЗОВЫЙ 26*46 см. 28*53 см.",БЕЗ КАТЕГОРИИ,Разное,85,8500,850,100,10
27115,"Кондитерский мешок, СИЛИКОНОВЫЙ, ГОЛУБОЙ",БЕЗ КАТЕГОРИИ,Разное,1000,5000,50000,5,50
27119,"Кондитерский мешок, ТРЯПИЧНЫЙ, 70*70 см.",БЕЗ КАТЕГОРИИ,Разное,1300,1300,104000,1,80
27120,Сода пищевая,БЕЗ КАТЕГОРИИ,Разное,420,420,420,1,1
27121,Лимонная кислота,БЕЗ КАТЕГОРИИ,Разное,1200,1200,1200,1,1
27122,Ложка для раздачи мороженого,ОДНОРАЗОВАЯ УПАКОВКА,БУМАЖНЫЕ КОНТЕЙНЕРЫ,1200,1200,1200,1,1
27149,Лопатка для льда,БАРНЫЕ АКСЕССУАРЫ,ПАКЕТЫ ДЛЯ ЛЬДА,2500,2500,2500,1,1
27123,Кондитерские насадки,БЕЗ КАТЕГОРИИ,Разное,690,690,690,1,1
27124,Кисточка силиконовая,БЕЗ КАТЕГОРИИ,Разное,900,900,900,1,1
27125,Лопатка кондитерская,БЕЗ КАТЕГОРИИ,Разное,625,625,625,1,1
27126,Венчик,БЕЗ КАТЕГОРИИ,Разное,1900,1900,1900,1,1
27127,Шпатель 20 см.,БЕЗ КАТЕГОРИИ,Разное,625,625,625,1,1
27128,"Мерная кружка 0,25 л.",БЕЗ КАТЕГОРИИ,Разное,625,625,625,1,1
27138,"Мерная кружка 0,25 л. 0,5 л.",БЕЗ КАТЕГОРИИ,Разное,1820,1820,1820,1,1
27142,"Мерная кружка 0,25 л. 0,5 л. 1 л.",БЕЗ КАТЕГОРИИ,Разное,1900,1900,1900,1,1
27129,"Сито, для просеивания",БЕЗ КАТЕГОРИИ,Разное,3150,3150,3150,1,1
27131,Ацетатная пленка,БЕЗ КАТЕГОРИИ,Разное,1500,1500,1500,1,1
27144,Таймер,БЕЗ КАТЕГОРИИ,Разное,2400,2400,2400,1,1
27143,Весы продуктовые,БЕЗ КАТЕГОРИИ,Разное,16300,16300,16300,1,1
27132,Весы кухонные,БЕЗ КАТЕГОРИИ,Разное,1250,1250,1250,1,1
27133,Весы на бар,БЕЗ КАТЕГОРИИ,Разное,4350,4350,4350,1,1
27039,Дозатор для сиропа,ДЛЯ УБОРКИ И ГИГИЕНЫ,ДИСПЕНСЕРЫ И ДЕРЖАТЕЛИ,1000,1000,1000,1,1
27134,Бордюрная лента 8 см./100 м.,ДЛЯ ВЫПЕЧКИ,ЛЕНТЫ И ШПАГАТЫ,1300,1300,1300,1,1
27139,Бордюрная лента 8 см./100 м. 12 см./100 м.,ДЛЯ ВЫПЕЧКИ,ЛЕНТЫ И ШПАГАТЫ,3000,3000,3000,1,1
27109,"Шпагат джутовый, 3-ниточный, 65 гр., 50 м.",ДЛЯ ВЫПЕЧКИ,ЛЕНТЫ И ШПАГАТЫ,250,3000,30000,12,120
27104,"Лента декоративная 250 м., ширина: 1 см. Цвета в ассортименте",ДЛЯ ВЫПЕЧКИ,ЛЕНТЫ И ШПАГАТЫ,1380,27600,82800,20,60
27136,Лента атласная 2 см.,ДЛЯ ВЫПЕЧКИ,ЛЕНТЫ И ШПАГАТЫ,200,2000,6000,10,30
27106,"Капсула для маффин d-50*30 мм., Расцветки в ассортименте",ОДНОРАЗОВАЯ УПАКОВКА,БУМАЖНЫЕ КОНТЕЙНЕРЫ,1350,135000,2700000,100,2000
27107,"Тюльпаны 50 мм., розовый",БЕЗ КАТЕГОРИИ,Разное,0,0,0,1,1
2710701,"Тюльпаны 50 мм., розовый Тюльпаны 50 мм., бирюзовый",БЕЗ КАТЕГОРИИ,Разное,0,0,0,1,1
2710702,"Тюльпаны 50 мм., розовый Тюльпаны 50 мм., бирюзовый Тюльпаны 50 мм., белый",БЕЗ КАТЕГОРИИ,Разное,0,0,0,1,1
2710703,"Тюльпаны 50 мм., розовый Тюльпаны 50 мм., бирюзовый Тюльпаны 50 мм., белый Тюльпаны 50 мм., красный",БЕЗ КАТЕГОРИИ,Разное,2150,387000,5160000,180,2400
2710704,"Тюльпаны 50 мм., розовый Тюльпаны 50 мм., бирюзовый Тюльпаны 50 мм., белый Тюльпаны 50 мм., красный Тюльпаны 50 мм., крафт",БЕЗ КАТЕГОРИИ,Разное,0,0,0,180,2400
2710705,"Тюльпаны 50 мм., розовый Тюльпаны 50 мм., бирюзовый Тюльпаны 50 мм., белый Тюльпаны 50 мм., красный Тюльпаны 50 мм., крафт Тюльпаны 50 мм., голубой",БЕЗ КАТЕГОРИИ,Разное,0,0,0,180,2400
27137,"Капсула для маффин d-50 мм., золото",ОДНОРАЗОВАЯ УПАКОВКА,БУМАЖНЫЕ КОНТЕЙНЕРЫ,1250,75000,1250,60,1
27130,"Капсула для маффин d-50 мм., красная",ОДНОРАЗОВАЯ УПАКОВКА,БУМАЖНЫЕ КОНТЕЙНЕРЫ,1250,75000,1250,60,1
27116,Капсула бумажная Размеры: d-7 см.,ДЛЯ ВЫПЕЧКИ,ТАРТАЛЕТКИ И ФОРМЫ ДЛЯ КЕКСОВ,900,900,900,1,1
27110,Капсула бумажная Размеры: d-7 см. d-8 см.,ДЛЯ ВЫПЕЧКИ,ТАРТАЛЕТКИ И ФОРМЫ ДЛЯ КЕКСОВ,1100,1100,1100,1,1
27111,Капсула бумажная Размеры: d-7 см. d-8 см. d-9 см.,ДЛЯ ВЫПЕЧКИ,ТАРТАЛЕТКИ И ФОРМЫ ДЛЯ КЕКСОВ,1100,1100000,1100,1000,1
27112,Капсула бумажная Размеры: d-7 см. d-8 см. d-9 см. d-10 см.,ДЛЯ ВЫПЕЧКИ,ТАРТАЛЕТКИ И ФОРМЫ ДЛЯ КЕКСОВ,1400,1400000,1400,1000,1
27113,Капсула бумажная Размеры: d-7 см. d-8 см. d-9 см. d-10 см. d-11 см.,ДЛЯ ВЫПЕЧКИ,ТАРТАЛЕТКИ И ФОРМЫ ДЛЯ КЕКСОВ,1700,1700000,1700,1000,1
27145,Капсула бумажная Размеры: d-7 см. d-8 см. d-9 см. d-10 см. d-11 см. d-12 см.,ДЛЯ ВЫПЕЧКИ,ТАРТАЛЕТКИ И ФОРМЫ ДЛЯ КЕКСОВ,1800,1800000,1800,1000,1
27146,Капсула бумажная Размеры: d-7 см. d-8 см. d-9 см. d-10 см. d-11 см. d-12 см. d-13 см.,ДЛЯ ВЫПЕЧКИ,ТАРТАЛЕТКИ И ФОРМЫ ДЛЯ КЕКСОВ,2200,2200000,2200,1000,1
27147,Форма для маффинов алюминиевая,ОДНОРАЗОВАЯ УПАКОВКА,АЛЮМИНИЕВЫЕ КОНТЕЙНЕРЫ,23,2300,69000,100,3000
28001,"Фольга «Универсальная» 30 см.*80 м.*10 мкм., в прозрачной пленке",ДЛЯ ВЫПЕЧКИ,ФОЛЬГА,3300,3300,39600,1,12
28002,"Фольга прочная 44 см.*80 м.*10 мкм., в прозрачной пленке",ДЛЯ ВЫПЕЧКИ,ФОЛЬГА,5000,5000,60000,1,12
28003,"Фольга 45 см.*60 м.*18 мкм., в футляре с ножом",ОДНОРАЗОВАЯ ПОСУДА,СТОЛОВЫЕ ПРИБОРЫ,4900,4900,29400,1,6
2800301,Фольга 45 см. в футляре TGR,ДЛЯ ВЫПЕЧКИ,ФОЛЬГА,4300,4300,4300,1,1
28014,Пакет для запекания,ПАКЕТЫ,ФАСОВОЧНЫЕ,600,600,600,1,1
28015,"Рукав для запекания XXL, 5 м.",ДЛЯ ВЫПЕЧКИ,РУКАВА ДЛЯ ЗАПЕКАНИЯ,900,900,900,1,1
28004,Пленка пищевая 300 мм. *250 м.*8 микрон,ДЛЯ ВЫПЕЧКИ,ПИЩЕВАЯ ПЛЕНКА,1150,1150,10350,1,9
28005,ПВХ Пленка пищевая 300 мм. *700 м. *8 микрон,ДЛЯ ВЫПЕЧКИ,ПИЩЕВАЯ ПЛЕНКА,3800,3800,22800,1,6
28006,Пленка пищевая 450 мм. *200 м. *8 микрон,ДЛЯ ВЫПЕЧКИ,ПИЩЕВАЯ ПЛЕНКА,1800,1800,10800,1,6
28007,Пленка пищевая 450 мм. *500 м. *8 микрон,ДЛЯ ВЫПЕЧКИ,ПИЩЕВАЯ ПЛЕНКА,3650,3650,21900,1,6
28060,Пленка пищевая 450 мм. *700 м. 10 микрон,ДЛЯ ВЫПЕЧКИ,ПИЩЕВАЯ ПЛЕНКА,5200,5200,31200,1,6
28041,ПВХ пленка пищевая 450 мм. *900 м. *10 микрон,ДЛЯ ВЫПЕЧКИ,ПИЩЕВАЯ ПЛЕНКА,7650,7650,7650,1,1
28039,Пленка POF 450 мм. *750 м. *15 микрон,БЕЗ КАТЕГОРИИ,Разное,16000,16000,16000,1,1
28054,Стрейч пленка палетная 500 мм. *300 м.* 17 микрон,РАСХОДНИКИ,СТРЕЙЧ-ПЛЕНКА,2450,2450,2450,1,1
28040,"Пергамент упаковочный 38 см. *50 м., «Verde Vita» без силиконового покрытия",ДЛЯ ВЫПЕЧКИ,БУМАГА ДЛЯ ВЫПЕЧКИ,1400,1400,1400,1,1
28029,Пергамент силиконизированный промасленный 38 см. *25 м.,ДЛЯ ВЫПЕЧКИ,БУМАГА ДЛЯ ВЫПЕЧКИ,1350,1350,1350,1,1
28008,Пергамент силиконизированный промасленный 38 см. *25 м. 38 см. *50 м.,ДЛЯ ВЫПЕЧКИ,БУМАГА ДЛЯ ВЫПЕЧКИ,1900,1900,22800,1,12
28009,Пергамент силиконизированный промасленный 38 см. *25 м. 38 см. *50 м. 38 см. *100 м.,ДЛЯ ВЫПЕЧКИ,БУМАГА ДЛЯ ВЫПЕЧКИ,3300,3300,19800,1,6
28011,"Бумага для выпечки 450 мм. *750 мм., футляр с ножом, силиконизированная",ОДНОРАЗОВАЯ ПОСУДА,СТОЛОВЫЕ ПРИБОРЫ,3600,3600,21600,1,6
28012,"Бумага для выпечки в листах 400 мм. *600 мм., силиконизированная",ДЛЯ ВЫПЕЧКИ,БУМАГА ДЛЯ ВЫПЕЧКИ,14500,7250000,14500,500,1
28038,"Бумага для выпечки в листах 600 мм. *840 мм., силиконизированная , 10 кг.",ДЛЯ ВЫПЕЧКИ,БУМАГА ДЛЯ ВЫПЕЧКИ,14400,14400,14400,1,1
28013,"Бумага для выпечки в листах, силиконизированная",ДЛЯ ВЫПЕЧКИ,БУМАГА ДЛЯ ВЫПЕЧКИ,600,9600,60000,16,100
28016,"Пакет вакуумный, прозрачный, 65 мкм. 110*160 мм.",ПАКЕТЫ,ФАСОВОЧНЫЕ,11.5,11.5,80500,1,7000
28017,"Пакет вакуумный, прозрачный, 65 мкм. 110*160 мм. 160*200 мм.",ПАКЕТЫ,ФАСОВОЧНЫЕ,16,16,64000,1,4000
28018,"Пакет вакуумный, прозрачный, 65 мкм. 110*160 мм. 160*200 мм. 160*250 мм.",ПАКЕТЫ,ФАСОВОЧНЫЕ,20,4000,60000,200,3000
28019,"Пакет вакуумный, прозрачный, 65 мкм. 110*160 мм. 160*200 мм. 160*250 мм. 200*300 мм.",ПАКЕТЫ,ФАСОВОЧНЫЕ,35,7000,63000,200,1800
28020,"Пакет вакуумный, прозрачный, 65 мкм. 110*160 мм. 160*200 мм. 160*250 мм. 200*300 мм. 250*350 мм.",ПАКЕТЫ,ФАСОВОЧНЫЕ,43,8600,60200,200,1400
28021,"Пакет вакуумный, прозрачный, 65 мкм. 110*160 мм. 160*200 мм. 160*250 мм. 200*300 мм. 250*350 мм. 300*400 мм.",ПАКЕТЫ,ФАСОВОЧНЫЕ,62,12400,99200,200,1600
28022,"Пакет вакуумный, прозрачный, 65 мкм. 110*160 мм. 160*200 мм. 160*250 мм. 200*300 мм. 250*350 мм. 300*400 мм. 400*600 мм.",ПАКЕТЫ,ФАСОВОЧНЫЕ,146,29200,87600,200,600
28055,"Пакет вакуумный, прозрачный, 72 мкм. 160*250 мм.",ПАКЕТЫ,ФАСОВОЧНЫЕ,25,2500,12500,100,500
28044,"Пакет вакуумный, прозрачный, 72 мкм. 160*250 мм. 200*400 мм.",ПАКЕТЫ,ФАСОВОЧНЫЕ,52,5200,41600,100,800
28045,"Пакет вакуумный, прозрачный, 72 мкм. 160*250 мм. 200*400 мм. 350*500 мм.",ПАКЕТЫ,ФАСОВОЧНЫЕ,112,11200,56000,100,500
28030,"Zip-пакет (пакет с замком) 50 гр., 6*9 см.",ПАКЕТЫ,ФАСОВОЧНЫЕ,250,25000,250,100,1
28023,"Zip-пакет (пакет с замком) 50 гр., 6*9 см. 100 гр., 8*12 см.",ПАКЕТЫ,ФАСОВОЧНЫЕ,110,11000,110,100,1
28024,"Zip-пакет (пакет с замком) 50 гр., 6*9 см. 100 гр., 8*12 см. 200 гр., 10*15 см.",ПАКЕТЫ,ФАСОВОЧНЫЕ,150,15000,150,100,1
28025,"Zip-пакет (пакет с замком) 50 гр., 6*9 см. 100 гр., 8*12 см. 200 гр., 10*15 см. 300 гр., 12*17 см.",ПАКЕТЫ,ФАСОВОЧНЫЕ,170,8500,170,50,1
28026,"Zip-пакет (пакет с замком) 50 гр., 6*9 см. 100 гр., 8*12 см. 200 гр., 10*15 см. 300 гр., 12*17 см. 500 гр., 14*20 см.",ПАКЕТЫ,ФАСОВОЧНЫЕ,220,11000,220,50,1
28027,"Zip-пакет (пакет с замком) 50 гр., 6*9 см. 100 гр., 8*12 см. 200 гр., 10*15 см. 300 гр., 12*17 см. 500 гр., 14*20 см. 700 гр., 16*24 см.",ПАКЕТЫ,ФАСОВОЧНЫЕ,330,16500,330,50,1
28028,"Zip-пакет (пакет с замком) 50 гр., 6*9 см. 100 гр., 8*12 см. 200 гр., 10*15 см. 300 гр., 12*17 см. 500 гр., 14*20 см. 700 гр., 16*24 см. 1 кг., 20*28 см.",ПАКЕТЫ,ФАСОВОЧНЫЕ,400,20000,400,50,1
28034,Пакет PVC с клапаном клеевым 100*150 мм.,ПАКЕТЫ,ФАСОВОЧНЫЕ,2.5,2500,25000,1000,10000
28042,Пакет PVC с клапаном клеевым 100*150 мм. 120*300 мм.,ПАКЕТЫ,ФАСОВОЧНЫЕ,4,4000,26000,1000,6500
28043,Пакет PVC с клапаном клеевым 100*150 мм. 120*300 мм. 120*400 мм.,ПАКЕТЫ,ФАСОВОЧНЫЕ,4.5,4500,90000,1000,20000
28035,Пакет PVC с клапаном клеевым 100*150 мм. 120*300 мм. 120*400 мм. 160*240 мм.,ПАКЕТЫ,ФАСОВОЧНЫЕ,3.5,3500,105000,1000,30000
28057,Пакет PVC с клапаном клеевым 100*150 мм. 120*300 мм. 120*400 мм. 160*240 мм. 180*250 мм.,ПАКЕТЫ,ФАСОВОЧНЫЕ,4.2,4200,84000,1000,20000
28058,Пакет PVC с клапаном клеевым 100*150 мм. 120*300 мм. 120*400 мм. 160*240 мм. 180*250 мм. 80*300 мм.,ПАКЕТЫ,ФАСОВОЧНЫЕ,4,4000,160000,1000,40000
28036,Пакет PVC с клапаном клеевым 100*150 мм. 120*300 мм. 120*400 мм. 160*240 мм. 180*250 мм. 80*300 мм. 200*300 мм.,ПАКЕТЫ,ФАСОВОЧНЫЕ,4.5,4500,63000,1000,14000
28037,Пакет PVC с клапаном клеевым 100*150 мм. 120*300 мм. 120*400 мм. 160*240 мм. 180*250 мм. 80*300 мм. 200*300 мм. 250*400 мм.,ПАКЕТЫ,ФАСОВОЧНЫЕ,7.2,7200,64800,1000,9000
28046,"Пакет бумажный дой-пак с замком зип-лок КРАФТ 105*185 мм., (35+35) с окном 70 мм., 140 мкм.",ПАКЕТЫ,БУМАЖНЫЕ ПАКЕТЫ,37,37,37,1,1
28047,"Пакет бумажный дой-пак с замком зип-лок КРАФТ 105*185 мм., (35+35) с окном 70 мм., 140 мкм. 120*185 мм., (30+30) с окном 100 мм., 140 мкм.",ПАКЕТЫ,БУМАЖНЫЕ ПАКЕТЫ,50,50,50,1,1
