Артикул,Товар,Категория,Подкатегория,Цена за штуку,Цена за упаковку,Цена за коробку,Кол-во в упаковке,Кол-во в коробке
23063,Упаковка ECO Snack cup М,БЕЗ КАТЕГОРИИ,Разное,37,925,33300,25,900
23027,"Коробка для картофеля фри ECO FRY M, 50*100*128 мм.",ОДНОРАЗОВАЯ УПАКОВКА,БУМАЖНЫЕ КОНТЕЙНЕРЫ,27,1350,13500,50,500
23066,"Коробка для картофеля фри ECO FRY M, 50*100*128 мм. ECO FRY L, 53*120*135 мм.",ОДНОРАЗОВАЯ УПАКОВКА,БУМАЖНЫЕ КОНТЕЙНЕРЫ,27,27,27,1,1
23028,"Коробка для картофеля фри ECO FRY M, 50*100*128 мм. ECO FRY L, 53*120*135 мм. ECO FRY XXL, 50*126*135 мм.",ОДНОРАЗОВАЯ УПАКОВКА,БУМАЖНЫЕ КОНТЕЙНЕРЫ,20,20,20,1,1
23061,"Упаковка для бургеров ECO BURGER M ECO BURGER L, 150*70*0 мм.",ОДНОРАЗОВАЯ УПАКОВКА,БУМАЖНЫЕ КОНТЕЙНЕРЫ,59,2950,59000,50,1000
23029,"Упаковка для бургеров ECO BURGER M ECO BURGER L, 150*70*0 мм.",ОДНОРАЗОВАЯ УПАКОВКА,БУМАЖНЫЕ КОНТЕЙНЕРЫ,49,2940,11760,60,240
23036,"Упаковка для бургеров ECO BURGER M ECO BURGER L, 150*70*0 мм. ECO BURGER XL, 140*140*120 мм.",ОДНОРАЗОВАЯ УПАКОВКА,БУМАЖНЫЕ КОНТЕЙНЕРЫ,55,3025,12100,55,220
23030,"Ведро бумажное v46, 1 л., для крылышек, крафт d-140 мм., h-117 мм.",ОДНОРАЗОВАЯ УПАКОВКА,ВЕДРА И БУТЫЛКИ,55,2750,24750,50,450
23070,"Ведро бумажное v61, 1 л., для крылышек с логотипом d-140 мм., h-117 мм",ОДНОРАЗОВАЯ УПАКОВКА,ВЕДРА И БУТЫЛКИ,55,2750,24750,50,450
23031,"Ведро бумажное v85, 2 л., для крылышек, крафт d-189 мм., h-15 мм.",ОДНОРАЗОВАЯ УПАКОВКА,ВЕДРА И БУТЫЛКИ,80,4000,16000,50,200
23047,"Ведро бумажное v85, 2 л., для крылышек черный d-189 мм., h-15 мм.",ОДНОРАЗОВАЯ УПАКОВКА,ВЕДРА И БУТЫЛКИ,80,4000,16000,50,200
23048,"Ведро бумажное v85, 2 л., для крылышек красный d-189 мм., h-15 мм.",ОДНОРАЗОВАЯ УПАКОВКА,ВЕДРА И БУТЫЛКИ,80,4000,16000,50,200
23049,"Ведро бумажное v85, 2 л., для крылышек с логотипом",ОДНОРАЗОВАЯ УПАКОВКА,ВЕДРА И БУТЫЛКИ,80,4000,16000,50,200
24001,"Упаковка для печенья (телевизор) 1 кг., 27*20*5,5 см.",ОДНОРАЗОВАЯ УПАКОВКА,ПЛАСТИКОВЫЕ КОНТЕЙНЕРЫ,75,3750,7500,50,100
24002,"Упаковка для печенья (телевизор) 2 кг., 35*25*9 см. БЕЛАЯ",ОДНОРАЗОВАЯ УПАКОВКА,ПЛАСТИКОВЫЕ КОНТЕЙНЕРЫ,125,6250,12500,50,100
24049,"Упаковка для печенья (телевизор) 2 кг., 35*25*9 см. БЕЛАЯ БУРАЯ",ОДНОРАЗОВАЯ УПАКОВКА,ПЛАСТИКОВЫЕ КОНТЕЙНЕРЫ,90,4500,9000,50,100
24033,"Упаковка для печенья (телевизор) 2,5 кг., 400*245*63 мм.",ОДНОРАЗОВАЯ УПАКОВКА,ПЛАСТИКОВЫЕ КОНТЕЙНЕРЫ,135,6750,135,50,1
24003,"Упаковка для печенья 4 кг., 38*25*11 см. БЕЛАЯ",ОДНОРАЗОВАЯ УПАКОВКА,ПЛАСТИКОВЫЕ КОНТЕЙНЕРЫ,135,6750,135,50,1
24050,"Упаковка для печенья 4 кг., 38*25*11 см. БЕЛАЯ БУРАЯ",ОДНОРАЗОВАЯ УПАКОВКА,ПЛАСТИКОВЫЕ КОНТЕЙНЕРЫ,105,105,105,1,1
24032,"Гофро (твердое) дно под пирог, 1 кг., 21*21 см.",БЕЗ КАТЕГОРИИ,Разное,42,42,42,1,1
24004,"Бумажная крышка под пирог 25*25*5 см., БЕЛАЯ",ОДНОРАЗОВАЯ ПОСУДА,ОДНОРАЗОВЫЕ СТАКАНЫ,35,7000,35,200,1
24005,"Бумажное дно под пирог БЕЛОЕ, 25*25*5 см.",БЕЗ КАТЕГОРИИ,Разное,35,7000,35,200,1
24006,"Бумажное дно под пирог БЕЛОЕ, 25*25*8 см.",БЕЗ КАТЕГОРИИ,Разное,53,10600,53,200,1
24007,"Гофро (твердое) дно под пирог, 1,5 кг., 25*25*5 см.",БЕЗ КАТЕГОРИИ,Разное,60,3000,60,50,1
24035,"Бумажная коробка под пирог КРАФТ С ОКНОМ, 25*25*5 см.",БЕЗ КАТЕГОРИИ,Разное,102,20400,102,200,1
2403501,Коробка для коробки под пирог КРАФТ С ОКНОМ,БЕЗ КАТЕГОРИИ,Разное,100,20000,100,200,1
24008,"Бумажная крышка под пирог БЕЛАЯ, 30*30*5 см.",ОДНОРАЗОВАЯ ПОСУДА,ОДНОРАЗОВЫЕ СТАКАНЫ,53,10600,53,200,1
24009,"Бумажное дно под пирог БЕЛОЕ, 30*30*5,5 см.",БЕЗ КАТЕГОРИИ,Разное,53,10600,53,200,1
24010,"Гофро (твердое) дно под пирог, 30*30*5 см.",БЕЗ КАТЕГОРИИ,Разное,80,4000,80,50,1
24011,"Бумажная крышка под пирог БЕЛАЯ, 30*40*5 см.",ОДНОРАЗОВАЯ ПОСУДА,ОДНОРАЗОВЫЕ СТАКАНЫ,75,7500,75,100,1
24012,"Гофро (твердое) дно под пирог, 30*40*5 см.",БЕЗ КАТЕГОРИИ,Разное,102,5100,102,50,1
24013,"Бумажная крышка под торт (1,5 кг.), 25*25*11 см.",ОДНОРАЗОВАЯ УПАКОВКА,БУМАЖНЫЕ КОНТЕЙНЕРЫ,97,9700,97,100,1
24007,"Гофро (твердое) дно под торт (1,5 кг.), 25*25*11 см.",ОДНОРАЗОВАЯ УПАКОВКА,БУМАЖНЫЕ КОНТЕЙНЕРЫ,60,3000,60,50,1
24014,"Бумажная крышка под торт С ОКНОМ, 25*25*20 см.",ОДНОРАЗОВАЯ УПАКОВКА,БУМАЖНЫЕ КОНТЕЙНЕРЫ,250,25000,250,100,1
24007,"Гофро (твердое) дно под торт С ОКНОМ, 25*25*20 см.",ОДНОРАЗОВАЯ УПАКОВКА,БУМАЖНЫЕ КОНТЕЙНЕРЫ,60,3000,60,50,1
24015,"Бумажная крышка под торт (3 кг.), 30*30*13 см.",ОДНОРАЗОВАЯ УПАКОВКА,БУМАЖНЫЕ КОНТЕЙНЕРЫ,160,16000,160,100,1
24010,"Гофро (твердое) дно под торт (3 кг.), 30*30*13 см.",ОДНОРАЗОВАЯ УПАКОВКА,БУМАЖНЫЕ КОНТЕЙНЕРЫ,80,4000,80,50,1
24016,"Бумажная крышка под торт (3 кг.), С ОКНОМ, 30*30*13 см.",ОДНОРАЗОВАЯ УПАКОВКА,БУМАЖНЫЕ КОНТЕЙНЕРЫ,185,18500,185,100,1
24010,"Гофро (твердое) дно под торт (3 кг.), С ОКНОМ, 30*30*13 см.",ОДНОРАЗОВАЯ УПАКОВКА,БУМАЖНЫЕ КОНТЕЙНЕРЫ,80,4000,80,50,1
24017,"Бумажная крышка под торт, 30*30*20 см.",ОДНОРАЗОВАЯ УПАКОВКА,БУМАЖНЫЕ КОНТЕЙНЕРЫ,230,23000,230,100,1
24010,"Гофро (твердое) дно под торт, 30*30*20 см.",ОДНОРАЗОВАЯ УПАКОВКА,БУМАЖНЫЕ КОНТЕЙНЕРЫ,80,4000,80,50,1
24018,"Бумажная крышка под торт, 30*30*25 см.",ОДНОРАЗОВАЯ УПАКОВКА,БУМАЖНЫЕ КОНТЕЙНЕРЫ,330,16500,330,50,1
24010,"Гофро (твердое) дно под торт, 30*30*25 см.",ОДНОРАЗОВАЯ УПАКОВКА,БУМАЖНЫЕ КОНТЕЙНЕРЫ,80,4000,80,50,1
24019,"Бумажная крышка под торт, 30*30*30 см.",ОДНОРАЗОВАЯ УПАКОВКА,БУМАЖНЫЕ КОНТЕЙНЕРЫ,650,32500,650,50,1
24010,"Гофро (твердое) дно под торт, 30*30*30 см.",ОДНОРАЗОВАЯ УПАКОВКА,БУМАЖНЫЕ КОНТЕЙНЕРЫ,80,4000,80,50,1
24042,"Бумажная прямоугольная крышка под торт (4 кг.), 30*40*15 см.",ОДНОРАЗОВАЯ УПАКОВКА,БУМАЖНЫЕ КОНТЕЙНЕРЫ,185,18500,185,100,1
24012,"Гофро (твердое) дно под торт (4 кг.), 30*40*5 см.",ОДНОРАЗОВАЯ УПАКОВКА,БУМАЖНЫЕ КОНТЕЙНЕРЫ,102,5100,102,50,1
24043,"Бумажная крышка под торт, 37*37*30 см.",ОДНОРАЗОВАЯ УПАКОВКА,БУМАЖНЫЕ КОНТЕЙНЕРЫ,514,12850,514,25,1
24044,"Гофро (твердое) дно под торт, 37*37*30 см.",ОДНОРАЗОВАЯ УПАКОВКА,БУМАЖНЫЕ КОНТЕЙНЕРЫ,112,2800,112,25,1
24047,"Бумажная коробка под торт С ОКНОМ, с гофро (твердое) дно 40*40*22 см.",ОДНОРАЗОВАЯ УПАКОВКА,БУМАЖНЫЕ КОНТЕЙНЕРЫ,389,9725,389,25,1
24020,"Бумажная упаковка 4 капкейка, 16.5*16.5*10 см.",БЕЗ КАТЕГОРИИ,Разное,110,11000,110,100,1
24037,Вкладыш-ячейка для бумажной упаковки 4 капкейков,БЕЗ КАТЕГОРИИ,Разное,18,1800,18,100,1
24021,"Бумажная упаковка 6 капкейков 16,5*24*8 см.",БЕЗ КАТЕГОРИИ,Разное,130,13000,130,100,1
24022,"Бумажная упаковка 6 капкейков 16,5*24*8 см. 16,5*24*10 см.",БЕЗ КАТЕГОРИИ,Разное,160,16000,160,100,1
24038,Вкладыш-ячейка для бумажной упаковки 6 капкейков,БЕЗ КАТЕГОРИИ,Разное,29,2900,29,100,1
24023,"Бумажная упаковка 9 капкейков, h=10 см.",БЕЗ КАТЕГОРИИ,Разное,190,19000,190,100,1
24039,Вкладыш-ячейка для бумажной упаковки 9 капкейков,БЕЗ КАТЕГОРИИ,Разное,40,4000,40,100,1
24024,"Бумажная упаковка 12 капкейков 24*31,5*8 см.",БЕЗ КАТЕГОРИИ,Разное,187,18700,187,100,1
24025,"Бумажная упаковка 12 капкейков 24*31,5*8 см. 24*31,5*10 см.",БЕЗ КАТЕГОРИИ,Разное,215,21500,215,100,1
24040,Вкладыш-ячейка для бумажной упаковки 12 капкейков,БЕЗ КАТЕГОРИИ,Разное,43,4300,43,100,1
24026,"Бумажная коробка для печенья БЕЛАЯ 0,5 кг., 18*15*6 см.",БЕЗ КАТЕГОРИИ,Разное,75,15000,75,200,1
24041,"Бумажная коробка для печенья КРАФТ 0,5 кг., 18*15*6 см.",БЕЗ КАТЕГОРИИ,Разное,100,10000,100,100,1
24027,"Бумажная упаковка 4 пряника БЕЛАЯ, 16*16*4 см.",БЕЗ КАТЕГОРИИ,Разное,65,13000,65,200,1
24036,"Бумажная упаковка 4 пряника КРАФТ, 16*16*4 см.",БЕЗ КАТЕГОРИИ,Разное,70,14000,70,200,1
24028,"Бумажная упаковка 6 пряника, 24*16*4 см.",БЕЗ КАТЕГОРИИ,Разное,93,9300,93,100,1
24029,"Бумажная упаковка 12 пряников, 31*24*4 см.",БЕЗ КАТЕГОРИИ,Разное,135,13500,135,100,1
24030,"Бумажная упаковка под пирожное, 0,3 кг., 13.5*9*6 см.",БЕЗ КАТЕГОРИИ,Разное,40,8000,40,200,1
24031,"Бумажная упаковка под пирожное/ печенье, 22*16*10 см.",БЕЗ КАТЕГОРИИ,Разное,105,10500,105,100,1
24034,"Бумажная упаковка под рулет, крафт, 33*16*11 см.",БЕЗ КАТЕГОРИИ,Разное,180,18000,180,100,1
24046,"Коробка под пирожное белая с окном, 20*10*5,6 см.",БЕЗ КАТЕГОРИИ,Разное,80,8000,80,100,1
24048,"Упаковка Макарони МВ 6 180*55*55 мм., крафт",БЕЗ КАТЕГОРИИ,Разное,73,3650,36500,50,500
25001,Коробка для пиццы гофра 300*300*30 мм.,ОДНОРАЗОВАЯ УПАКОВКА,БУМАЖНЫЕ КОНТЕЙНЕРЫ,83,4150,83,50,1
25007,Коробка для пиццы гофра 300*300*30 мм. 300*300*36 мм.,ОДНОРАЗОВАЯ УПАКОВКА,БУМАЖНЫЕ КОНТЕЙНЕРЫ,90,4500,90,50,1
25005,Коробка для пиццы гофра 300*300*30 мм. 300*300*36 мм. 300*300*40 мм.,ОДНОРАЗОВАЯ УПАКОВКА,БУМАЖНЫЕ КОНТЕЙНЕРЫ,86,4300,86,50,1
25002,Коробка для пиццы гофра 330*330*30 мм.,ОДНОРАЗОВАЯ УПАКОВКА,БУМАЖНЫЕ КОНТЕЙНЕРЫ,97,4850,97,50,1
25006,Коробка для пиццы гофра 330*330*30 мм. 330*330*40 мм.,ОДНОРАЗОВАЯ УПАКОВКА,БУМАЖНЫЕ КОНТЕЙНЕРЫ,100,5000,100,50,1
25008,"Коробка для пиццы, 300*300*400 мм., БУРАЯ",ОДНОРАЗОВАЯ УПАКОВКА,БУМАЖНЫЕ КОНТЕЙНЕРЫ,74,3700,74,50,1
25003,"Коробка для пиццы, гофра 350*350*40 мм.",ОДНОРАЗОВАЯ УПАКОВКА,БУМАЖНЫЕ КОНТЕЙНЕРЫ,114,5700,114,50,1
2500301,"Коробка для пиццы, гофра 350*350*40 мм.",ОДНОРАЗОВАЯ УПАКОВКА,БУМАЖНЫЕ КОНТЕЙНЕРЫ,150,7500,150,50,1
25004,"Коробка для пиццы, гофра 400*400*40 мм.",ОДНОРАЗОВАЯ УПАКОВКА,БУМАЖНЫЕ КОНТЕЙНЕРЫ,160,8000,160,50,1
25009,"Коробка для пиццы, гофра 260*260*40 мм.",ОДНОРАЗОВАЯ УПАКОВКА,БУМАЖНЫЕ КОНТЕЙНЕРЫ,85,4250,85,50,1
26001,"Пакет крафт, для приборов, 70*220 мм.",ОДНОРАЗОВАЯ ПОСУДА,СТОЛОВЫЕ ПРИБОРЫ,6.5,650,16250,100,2500
26023,"Пакет крафт, 90*40*205 мм.",ПАКЕТЫ,БУМАЖНЫЕ ПАКЕТЫ,7,700,11200,100,1600
26002,"Пакет белый, 90*40*205 мм.",ПАКЕТЫ,ФАСОВОЧНЫЕ,7,700,11200,100,1600
26003,"Пакет белый для фри, 110*50*150 мм.",ПАКЕТЫ,ФАСОВОЧНЫЕ,9,900,18000,100,2000
26027,"Пакет крафт для фри, 170*100*50 мм.",ОДНОРАЗОВАЯ УПАКОВКА,БУМАЖНЫЕ КОНТЕЙНЕРЫ,7,700,7000,100,1000
26030,"Пакет с рисунком для фри, 175*110*50 мм.",ПАКЕТЫ,ФАСОВОЧНЫЕ,10.5,1050,36750,100,3500
26031,Пакет с рисунком для фри 115*100*30 мм.,ПАКЕТЫ,ФАСОВОЧНЫЕ,8.5,850,17000,100,2000
26032,Пакет с рисунком для фри 130*120*50 мм.,ПАКЕТЫ,ФАСОВОЧНЫЕ,8,800,16000,100,2000
26040,Пакет с рисунком для выпечки жиросткий 250*140*60 мм.,ПАКЕТЫ,ФАСОВОЧНЫЕ,22,2200,55000,100,2500
26004,"Уголок крафт для бургера, 140*140 мм.",ОДНОРАЗОВАЯ УПАКОВКА,БУМАЖНЫЕ КОНТЕЙНЕРЫ,7,700,17500,100,2500
26005,"Уголок белый для бургера, 140*140 мм.",ОДНОРАЗОВАЯ УПАКОВКА,БУМАЖНЫЕ КОНТЕЙНЕРЫ,11,1100,27500,100,2500
26038,"Уголок крафт для бургера, 160*160 мм.",ОДНОРАЗОВАЯ УПАКОВКА,БУМАЖНЫЕ КОНТЕЙНЕРЫ,9,900,9000,100,1000
26006,"Уголок крафт для бургера, 170*170 мм.",ОДНОРАЗОВАЯ УПАКОВКА,БУМАЖНЫЕ КОНТЕЙНЕРЫ,8,800,20000,100,2500
26007,"Уголок белый для бургера бумажный, 175*175 мм.",ОДНОРАЗОВАЯ УПАКОВКА,БУМАЖНЫЕ КОНТЕЙНЕРЫ,12,1200,30000,100,2500
26009,"Пакет крафт для донера /сэндвича, 100*60*300 мм.",ОДНОРАЗОВАЯ УПАКОВКА,БУМАЖНЫЕ КОНТЕЙНЕРЫ,8,800,16000,100,2000
26010,"Пакет белый для донера /сэндвича, 100*60*300 мм.",ПАКЕТЫ,ФАСОВОЧНЫЕ,11,1100,22000,100,2000
26041,Пакет белый для донера 220*90*40 мм.,ПАКЕТЫ,ФАСОВОЧНЫЕ,11,1100,27500,100,2500
26011,"Пакет крафт для багета, 110*50*610 мм.",ПАКЕТЫ,БУМАЖНЫЕ ПАКЕТЫ,19,1900,19000,100,1000
26039,"Пакет крафт для багета, 640*100+50 мм.",ПАКЕТЫ,БУМАЖНЫЕ ПАКЕТЫ,20,2000,20000,100,1000
26008,"Пакет крафт, 140*60*200 мм.",ПАКЕТЫ,БУМАЖНЫЕ ПАКЕТЫ,10,1000,20000,100,2000
26029,"Пакет крафт, 140*60*225 мм.",ПАКЕТЫ,БУМАЖНЫЕ ПАКЕТЫ,8,800,8000,100,1000
26034,"Пакет белый, 140*60*230 мм.",ПАКЕТЫ,ФАСОВОЧНЫЕ,12,1200,12000,100,1000
26013,"Пакет крафт, 140*60*250 мм.",ПАКЕТЫ,БУМАЖНЫЕ ПАКЕТЫ,10,1000,30000,100,3000
26026,"Пакет крафт, 140*60*300 мм.",ПАКЕТЫ,БУМАЖНЫЕ ПАКЕТЫ,10,1000,25000,100,2500
26035,"Пакет крафт, 170*70*250 мм.",ПАКЕТЫ,БУМАЖНЫЕ ПАКЕТЫ,9,900,22500,100,2500
26042,"Пакет крафт, 170*310*70 мм.",ПАКЕТЫ,БУМАЖНЫЕ ПАКЕТЫ,12,1200,30000,100,2500
26015,"Пакет крафт, 170*70*300 мм.",ПАКЕТЫ,БУМАЖНЫЕ ПАКЕТЫ,11,1100,11000,100,1000
26021,"Пакет белый, 170*70*300 мм.",ПАКЕТЫ,ФАСОВОЧНЫЕ,10,1000,25000,100,2500
26033,"Пакет крафт, 170*70*330 мм.",ПАКЕТЫ,БУМАЖНЫЕ ПАКЕТЫ,12,1200,12000,100,1000
26014,Пакет крафт 250*100*390 мм.,ПАКЕТЫ,БУМАЖНЫЕ ПАКЕТЫ,20,2000,20,100,1
26018,"Пакет крафт для курицы, с плоским дном 250*100*390 мм.",ПАКЕТЫ,БУМАЖНЫЕ ПАКЕТЫ,28,2800,42000,100,1500
26012,"Пакет крафт с дном, 120*80*250 мм.",ПАКЕТЫ,БУМАЖНЫЕ ПАКЕТЫ,13,1300,13000,100,1000
26016,"Пакет крафт с дном, 180*120*290 мм.",ПАКЕТЫ,БУМАЖНЫЕ ПАКЕТЫ,18,1800,18000,100,1000
26022,"Пакет белый с дном, 180*120*290 мм.",ПАКЕТЫ,ФАСОВОЧНЫЕ,30,3000,30000,100,1000
26017,"Пакет крафт с дном, 220*120*290 мм.",ПАКЕТЫ,БУМАЖНЫЕ ПАКЕТЫ,19,1900,19000,100,1000
26024,"Пакет крафт с дном, 260*150*340 мм.",ПАКЕТЫ,БУМАЖНЫЕ ПАКЕТЫ,36,3600,14400,100,400
26019,Пергамент упаковочный в листах 300*300 мм.,ДЛЯ ВЫПЕЧКИ,БУМАГА ДЛЯ ВЫПЕЧКИ,8.5,8.5,8.5,1,1
26025,Пергамент упаковочный в листах 300*300 мм. 300*420 мм.,ДЛЯ ВЫПЕЧКИ,БУМАГА ДЛЯ ВЫПЕЧКИ,13,13000,26000,1000,2000
26036,Пергамент упаковочный в листах 300*300 мм. 300*420 мм. 330*330 мм.,ДЛЯ ВЫПЕЧКИ,БУМАГА ДЛЯ ВЫПЕЧКИ,7,7000,14000,1000,2000
26037,Пергамент упаковочный в листах 300*300 мм. 300*420 мм. 330*330 мм. 350*350 мм.,ДЛЯ ВЫПЕЧКИ,БУМАГА ДЛЯ ВЫПЕЧКИ,9,9000,18000,1000,2000
26020,Пергамент упаковочный в листах 300*300 мм. 300*420 мм. 330*330 мм. 350*350 мм. 390*390 мм.,ДЛЯ ВЫПЕЧКИ,БУМАГА ДЛЯ ВЫПЕЧКИ,16,16000,32000,1000,2000
26028,"Пакет бумажнофольгированный, 170*330*70 мм.",ДЛЯ ВЫПЕЧКИ,ФОЛЬГА,86,4300,8600,50,100
26101,"Пакет крафт С КРУЧЕНЫМИ РУЧКАМИ, 220*120*250 мм.",ПАКЕТЫ,БУМАЖНЫЕ ПАКЕТЫ,57,57,14250,1,250
26106,"Пакет крафт С КРУЧЕНЫМИ РУЧКАМИ, 240*140*280 мм.",ПАКЕТЫ,БУМАЖНЫЕ ПАКЕТЫ,58,58,17400,1,300
26102,"Пакет крафт С ПРЯМЫМИ РУЧКАМИ, 240*140*280 мм.",ПАКЕТЫ,БУМАЖНЫЕ ПАКЕТЫ,54,54,16200,1,300
26108,"Пакет белый С КРУЧЕНЫМИ РУЧКАМИ, 240*140*280 мм.",ПАКЕТЫ,ФАСОВОЧНЫЕ,75,75,22500,1,300
26105,"Пакет крафт с кручеными ручками, 260*150*350 мм.",ПАКЕТЫ,БУМАЖНЫЕ ПАКЕТЫ,68,68,13600,1,200
26105,"Пакет крафт С ПРЯМЫМИ РУЧКАМИ, 260*150*350 мм.",ПАКЕТЫ,БУМАЖНЫЕ ПАКЕТЫ,63,63,12600,1,200
26107,"Пакет белый С КРУЧЕНЫМИ РУЧКАМИ, 260*150*350 мм.",ПАКЕТЫ,ФАСОВОЧНЫЕ,98,98,19600,1,200
26103,"Пакет крафт С ПРЯМЫМИ РУЧКАМИ, 320*200*370 мм.",ПАКЕТЫ,БУМАЖНЫЕ ПАКЕТЫ,80,80,16000,1,200
26109,"Пакет белый С КРУЧЕНЫМИ РУЧКАМИ, 320*200*370 мм.",ПАКЕТЫ,ФАСОВОЧНЫЕ,115,115,23000,1,200
26104,"Пакет крафт С ПРЯМЫМИ РУЧКАМИ, 350*150*450 мм.",ПАКЕТЫ,БУМАЖНЫЕ ПАКЕТЫ,87,87,21750,1,250
27036,"Подложка, золото (односторонняя), толщина 0,8 мм. Диаметры: d-180 мм.",ДЛЯ ВЫПЕЧКИ,ПОДЛОЖКИ ДЛЯ ТОРТОВ,35,35,35,1,1
27004,"Подложка, золото (односторонняя), толщина 0,8 мм. Диаметры: d-180 мм. d-200 мм.",ДЛЯ ВЫПЕЧКИ,ПОДЛОЖКИ ДЛЯ ТОРТОВ,40,4000,40,100,1
27005,"Подложка, золото (односторонняя), толщина 0,8 мм. Диаметры: d-180 мм. d-200 мм. d-220 мм.",ДЛЯ ВЫПЕЧКИ,ПОДЛОЖКИ ДЛЯ ТОРТОВ,42,4200,42,100,1
27006,"Подложка, золото (односторонняя), толщина 0,8 мм. Диаметры: d-180 мм. d-200 мм. d-220 мм. d-240 мм.",ДЛЯ ВЫПЕЧКИ,ПОДЛОЖКИ ДЛЯ ТОРТОВ,53,5300,53,100,1
27007,"Подложка, золото (односторонняя), толщина 0,8 мм. Диаметры: d-180 мм. d-200 мм. d-220 мм. d-240 мм. d-260 мм.",ДЛЯ ВЫПЕЧКИ,ПОДЛОЖКИ ДЛЯ ТОРТОВ,66,6600,66,100,1
27008,"Подложка, золото (односторонняя), толщина 0,8 мм. Диаметры: d-180 мм. d-200 мм. d-220 мм. d-240 мм. d-260 мм. d-280 мм.",ДЛЯ ВЫПЕЧКИ,ПОДЛОЖКИ ДЛЯ ТОРТОВ,75,7500,75,100,1
27009,"Подложка, золото (односторонняя), толщина 0,8 мм. Диаметры: d-180 мм. d-200 мм. d-220 мм. d-240 мм. d-260 мм. d-280 мм. d-300 мм.",ДЛЯ ВЫПЕЧКИ,ПОДЛОЖКИ ДЛЯ ТОРТОВ,100,10000,100,100,1
27033,"Подложка золотая, КРУГЛАЯ с держателем десертная, 0.8 мм.",ДЛЯ ВЫПЕЧКИ,ПОДЛОЖКИ ДЛЯ ТОРТОВ,2200,220000,2200,100,1
27034,"Подложка золотая, с держателем десертная ТРЕУГОЛЬНАЯ",ДЛЯ ВЫПЕЧКИ,ПОДЛОЖКИ ДЛЯ ТОРТОВ,2125,212500,2125,100,1
27135,"Подложка золотая, с держателем десертная ПРЯМОУГОЛЬНАЯ",ДЛЯ ВЫПЕЧКИ,ПОДЛОЖКИ ДЛЯ ТОРТОВ,1900,190000,1900,100,1
27018,"Подложка золотая, с держателем десертная 100*60 мм.",ДЛЯ ВЫПЕЧКИ,ПОДЛОЖКИ ДЛЯ ТОРТОВ,1875,187500,1875,100,1
27043,"Подложка золото/белая, толщина 1.5 мм., 300*400 мм.",ДЛЯ ВЫПЕЧКИ,ПОДЛОЖКИ ДЛЯ ТОРТОВ,455,22750,455,50,1
27021,"Подложка золото/белая, толщина 3.2 мм., 300*400 мм.",ДЛЯ ВЫПЕЧКИ,ПОДЛОЖКИ ДЛЯ ТОРТОВ,620,31000,620,50,1
27010,"Подложка золото (односторонняя), толщина 2,5 мм. Диаметры: d-240 мм.",ДЛЯ ВЫПЕЧКИ,ПОДЛОЖКИ ДЛЯ ТОРТОВ,260,260,260,1,1
27011,"Подложка золото (односторонняя), толщина 2,5 мм. Диаметры: d-240 мм. d-260 мм.",ДЛЯ ВЫПЕЧКИ,ПОДЛОЖКИ ДЛЯ ТОРТОВ,285,2850,285,10,1
27012,"Подложка золото (односторонняя), толщина 2,5 мм. Диаметры: d-240 мм. d-260 мм. d-280 мм.",ДЛЯ ВЫПЕЧКИ,ПОДЛОЖКИ ДЛЯ ТОРТОВ,300,3000,300,10,1
27013,"Подложка золото (односторонняя), толщина 2,5 мм. Диаметры: d-240 мм. d-260 мм. d-280 мм. d-300 мм.",ДЛЯ ВЫПЕЧКИ,ПОДЛОЖКИ ДЛЯ ТОРТОВ,365,3650,365,10,1
27014,"Подложка белая (односторонняя), толщина 2,5 мм. Диаметры: d-240 мм.",ДЛЯ ВЫПЕЧКИ,ПОДЛОЖКИ ДЛЯ ТОРТОВ,280,280,280,1,1
27015,"Подложка белая (односторонняя), толщина 2,5 мм. Диаметры: d-240 мм. d-260 мм.",ДЛЯ ВЫПЕЧКИ,ПОДЛОЖКИ ДЛЯ ТОРТОВ,300,3000,300,10,1
27016,"Подложка белая (односторонняя), толщина 2,5 мм. Диаметры: d-240 мм. d-260 мм. d-280 мм.",ДЛЯ ВЫПЕЧКИ,ПОДЛОЖКИ ДЛЯ ТОРТОВ,370,3700,370,10,1
27017,"Подложка белая (односторонняя), толщина 2,5 мм. Диаметры: d-240 мм. d-260 мм. d-280 мм. d-300 мм.",ДЛЯ ВЫПЕЧКИ,ПОДЛОЖКИ ДЛЯ ТОРТОВ,410,4100,410,10,1
27022,"Салфетка с ажурным краем, белая Диаметры: d-100 мм.",БУМАЖНАЯ ПРОДУКЦИЯ,САЛФЕТКИ,525,525,525,1,1
27023,"Салфетка с ажурным краем, белая Диаметры: d-100 мм. d-120 мм.",БУМАЖНАЯ ПРОДУКЦИЯ,САЛФЕТКИ,850,212500,850,250,1
27024,"Салфетка с ажурным краем, белая Диаметры: d-100 мм. d-120 мм. d-140 мм.",БУМАЖНАЯ ПРОДУКЦИЯ,САЛФЕТКИ,1100,275000,1100,250,1
27025,"Салфетка с ажурным краем, белая Диаметры: d-100 мм. d-120 мм. d-140 мм. d-160 мм.",БУМАЖНАЯ ПРОДУКЦИЯ,САЛФЕТКИ,1350,337500,1350,250,1
